,down,yardsToGo,possessionTeam,yardlineSide,absoluteYardlineNumber,avg_def_speed,std_def_acc,def_players_near_los,avg_def_spacing,avg_olb_orientation,avg_olb_motion_angle,avg_ilb_orientation,avg_ilb_motion_angle,avg_mlb_orientation,avg_mlb_motion_angle,avg_lb_orientation,avg_lb_motion_angle,avg_cb_orientation,avg_cb_motion_angle,avg_ss_orientation,avg_ss_motion_angle,avg_fs_orientation,avg_fs_motion_angle,successfulBlitz
506,3,4,TB,KC,82,0.7391737287900395,0.4995977170766028,10.0,8.947631027736795,237.0695762711865,192.54559322033904,269.1892372881356,180.98288135593216,0.0,0.0,0.0,0.0,243.85734463276836,195.78409604519777,268.3373728813559,201.34101694915256,247.74177966101695,121.97957627118642,1
509,2,5,DET,NE,71,0.7452445652099676,0.6216023497219472,11.0,6.527627728922018,272.6214130434783,204.34119565217387,283.7698913043478,183.8591847826087,0.0,0.0,0.0,0.0,242.86494565217387,145.95353260869567,279.36130434782615,186.38228260869565,273.30385869565214,157.8125,0
512,3,6,CAR,SF,71,0.6150399999913574,0.4474690388829225,10.0,10.068992626595197,0.0,0.0,252.94368,209.66476,0.0,0.0,0.0,0.0,247.09066666666664,231.85552,252.69488,104.04712,254.35792000000004,191.09128,1
513,1,10,IND,HOU,95,0.639316406249709,0.5770633942573283,9.0,9.052719837739604,286.4915625,211.05828125,285.434140625,232.45421875,0.0,0.0,0.0,0.0,271.17247395833334,178.97083333333333,279.947578125,132.63828125,259.516875,161.026015625,0
514,1,10,KC,TB,90,0.9253125002855191,0.5500893070023507,11.0,8.370942172950484,265.6954861111111,168.60125000000002,286.3191666666667,152.44715277777777,0.0,0.0,0.0,0.0,243.75041666666664,104.71666666666668,0.0,0.0,254.27037037037033,183.0964351851852,0
517,2,6,BAL,BAL,77,0.6036892361111111,0.4915109525782393,10.0,7.684270688583137,122.4928125,173.63427083333335,111.70770833333334,125.16572916666668,98.051875,144.548125,0.0,0.0,96.0282638888889,177.8723263888889,105.04062500000002,165.37833333333333,0.0,0.0,0
519,1,10,LAC,KC,74,,,,,,,,,,,,,,,,,,,0
522,3,4,GB,GB,90,,,,,,,,,,,,,,,,,,,0
524,1,10,ARI,CAR,66,0.6485374149545825,0.3054824047881517,8.0,7.857238830118928,267.00129251700685,162.96877551020407,310.8812244897959,169.45591836734695,271.96346938775514,196.7712244897959,0.0,0.0,269.4438775510204,103.7004081632653,0.0,0.0,266.7628571428571,186.32642857142855,1
526,2,3,LA,LA,68,0.4524588477366255,0.4765293312889342,7.0,8.258963364581458,0.0,0.0,89.89055555555557,158.71246913580245,0.0,0.0,0.0,0.0,87.28251028806584,171.06086419753083,67.65506172839507,219.7124691358025,113.61098765432098,261.05481481481485,1
528,1,10,KC,KC,89,,,,,,,,,,,,,,,,,,,1
530,1,10,MIN,DET,66,,,,,,,,,,,,,,,,,,,1
532,2,5,BAL,NE,90,,,,,,,,,,,,,,,,,,,0
533,2,11,JAX,IND,75,,,,,,,,,,,,,,,,,,,1
537,2,6,SF,SF,61,,,,,,,,,,,,,,,,,,,1
538,1,20,HOU,HOU,81,,,,,,,,,,,,,,,,,,,1
543,1,10,LA,ATL,77,,,,,,,,,,,,,,,,,,,0
546,3,6,ATL,ATL,81,0.1301552287581699,0.310874044765581,8.0,8.85229725397935,0.0,0.0,44.40627450980391,195.18058823529412,83.85078431372551,220.9240196078431,0.0,0.0,97.70411764705882,191.0346732026144,0.0,0.0,73.39764705882352,223.0732352941177,0
547,2,13,TEN,TEN,93,0.5412091499528074,0.4609171169956574,10.0,8.704781318312847,75.67098039215686,168.5072549019608,0.0,0.0,82.04764705882353,98.46617647058822,0.0,0.0,98.13467320261438,137.73166666666663,0.0,0.0,78.48970588235294,147.70617647058822,0
549,3,3,DAL,NYG,100,,,,,,,,,,,,,,,,,,,1
553,2,12,TB,TB,87,,,,,,,,,,,,,,,,,,,0
556,2,4,DAL,DAL,99,0.6647128851540617,0.5474671026882696,11.0,6.390383714709038,0.0,0.0,82.66710084033612,172.77827731092435,0.0,0.0,0.0,0.0,112.81819327731093,234.12403361344536,110.69025210084034,226.62033613445377,80.15420168067226,246.78386554621844,0
557,3,1,BAL,MIA,73,,,,,,,,,,,,,,,,,,,1
558,1,2,NYG,GB,108,0.452625786163522,0.4299935628271195,11.0,7.044651134902008,260.78146226415095,217.16839622641507,258.69976415094345,230.06514150943391,0.0,0.0,0.0,0.0,284.39683962264155,212.15301886792452,279.65830188679246,276.3895283018868,280.5633962264151,236.8994339622642,1
560,2,6,NYG,TEN,88,0.6256609196498476,0.5452089635548464,6.0,10.251553609145423,282.05086206896556,237.4143103448276,263.63931034482755,199.29568965517245,0.0,0.0,0.0,0.0,281.77258620689656,108.90637931034482,0.0,0.0,261.6385057471265,144.82,0
564,1,10,NO,NO,67,0.4582045454545454,0.3099583448018282,9.0,7.95384028878541,130.97195454545457,189.81140909090908,84.90745454545454,119.56522727272728,0.0,0.0,0.0,0.0,109.71831818181818,229.55868181818184,113.9961818181818,260.76509090909093,144.12654545454546,257.86000000000007,0
566,2,5,DEN,DEN,83,0.6931763284918874,0.3194810306382639,11.0,8.546566810087176,95.60434782608696,187.1755434782609,160.006884057971,236.7003623188406,80.65847826086957,195.39289855072465,0.0,0.0,97.99628019323671,244.6738164251208,0.0,0.0,107.27166666666666,261.1650362318841,1
568,3,3,SF,SF,61,,,,,,,,,,,,,,,,,,,1
573,1,1,LV,ARI,109,,,,,,,,,,,,,,,,,,,1
578,2,7,PIT,PIT,73,0.3375000003973642,2.5180216448261215,8.0,12.013815310713786,101.95,47.03,82.82,322.17,0.0,0.0,0.0,0.0,89.23,102.38666666666666,75.2,28.96,78.9,280.29,0
579,2,11,CIN,CIN,66,0.3245906432748537,0.4451497103470063,10.0,4.17444149455166,88.04929824561404,207.97412280701755,106.98280701754383,201.5167543859649,0.0,0.0,0.0,0.0,91.91228070175438,110.14157894736844,104.42429824561404,187.7314912280702,0.0,0.0,1
588,2,10,ATL,ATL,85,0.4859173126614987,0.3593899988650993,4.0,12.106721095787703,50.36945736434109,197.76612403100776,116.30147286821703,146.6039534883721,106.25705426356588,179.30682170542636,0.0,0.0,101.468165374677,230.23098191214467,0.0,0.0,84.4119638242894,183.68165374677,1
592,2,8,KC,LV,92,0.7021902655289236,0.4938641788667087,10.0,7.866655611861283,0.0,0.0,243.77566371681417,217.2578761061947,282.8251327433629,272.3408849557522,0.0,0.0,249.88274336283183,177.48561946902657,270.7112831858407,158.64252212389383,269.5052212389381,270.7074336283186,0
593,1,10,SEA,SEA,73,0.5337012987012987,0.3089542168639173,9.0,8.421508843854566,56.21961038961039,159.49805194805197,95.14787878787878,149.49186147186148,0.0,0.0,0.0,0.0,86.46506493506493,149.26957792207793,78.97831168831169,204.87987012987017,108.92402597402597,200.52155844155843,1
595,1,10,WAS,DET,88,,,,,,,,,,,,,,,,,,,0
597,2,7,KC,TB,93,0.7978518518520588,0.6126806536269964,11.0,6.93305997708463,262.2516111111111,205.2639444444445,238.87177777777777,197.74616666666665,0.0,0.0,0.0,0.0,231.92333333333335,216.6571666666667,0.0,0.0,231.2576666666667,154.7451851851852,1
615,1,10,GB,GB,90,0.4326515151515151,0.3003156928680817,4.0,13.043653011271942,121.9590909090909,122.23,77.87454545454545,94.66636363636366,0.0,0.0,0.0,0.0,97.89484848484848,186.15666666666667,141.58090909090907,324.4127272727273,91.47454545454546,224.48454545454544,0
618,2,2,MIA,CIN,81,0.6473921568564632,0.3675697540753418,10.0,7.304877382702415,279.7768235294117,116.60823529411763,260.2962352941176,156.97752941176472,0.0,0.0,0.0,0.0,275.004,182.8986470588235,302.8374117647059,76.96705882352941,295.90552941176463,39.10517647058823,0
619,3,7,KC,KC,86,,,,,,,,,,,,,,,,,,,1
621,2,8,WAS,DAL,93,0.3464983164983164,0.3551994456252433,8.0,8.11653533561393,235.51651515151516,217.3980808080808,274.77333333333337,194.4081818181818,0.0,0.0,0.0,0.0,245.42479797979797,113.4021717171717,276.94626262626264,245.8744444444445,279.68267676767675,189.80636363636364,1
624,3,10,DEN,DEN,77,,,,,,,,,,,,,,,,,,,0
626,3,3,PIT,PIT,83,0.4571883468834688,0.3837025484947585,8.0,8.615235886271893,92.33573170731704,135.5980894308943,0.0,0.0,70.54999999999998,172.130406504065,0.0,0.0,104.94977642276424,187.70292682926828,0.0,0.0,58.11853658536584,130.8332520325203,0
629,1,10,ATL,ATL,72,,,,,,,,,,,,,,,,,,,0
630,2,10,SF,CAR,80,0.6074104683177632,0.4522175366978654,10.0,8.123276790523066,267.6205509641874,218.81617079889807,262.10636363636365,231.06247933884305,262.39619834710743,255.3070247933884,0.0,0.0,255.6582644628099,185.38714876033055,266.89289256198344,74.85198347107436,260.7309917355372,211.4096694214876,1
635,2,10,CAR,CAR,85,0.6223880597378187,0.4107843033440465,9.0,6.247756909872664,89.8726368159204,144.35850746268656,0.0,0.0,135.33522388059703,121.25238805970147,0.0,0.0,90.89746268656717,221.3555223880597,101.97,236.9200746268656,0.0,0.0,1
636,1,10,CLE,CAR,68,0.4930519480275965,0.540528505560148,9.0,7.30788739526147,273.6201948051948,199.6484090909091,269.86344155844154,173.84016233766235,246.4075324675325,172.93383116883115,0.0,0.0,230.52993506493507,171.09909090909093,0.0,0.0,263.60743506493503,160.1046103896104,1
637,2,5,MIN,MIN,80,0.5780586076568771,0.3367136622405791,9.0,9.133359067940798,102.62989010989008,129.9420879120879,87.48406593406592,127.98142857142857,0.0,0.0,0.0,0.0,98.46065934065936,195.4045787545788,69.14604395604395,216.8428571428571,75.92956043956043,210.049010989011,0
638,1,10,CLE,CLE,74,0.5331137387218743,0.3411352891480518,9.0,7.5533074337799,92.16493243243244,168.42581081081082,101.45891891891893,145.04638513513513,83.34175675675675,147.70033783783782,0.0,0.0,104.731722972973,139.59364864864864,0.0,0.0,95.90118243243244,188.54452702702704,1
649,3,1,IND,TEN,86,0.5444714285714286,0.6296636200335083,11.0,6.724828962933253,286.2445714285714,179.7772,267.3685142857143,193.5198,0.0,0.0,0.0,0.0,227.7015142857143,152.39562857142857,0.0,0.0,277.3014857142857,170.04805714285715,0
653,2,9,PHI,DET,62,0.7730607476635514,0.6084000694288487,10.0,7.882001503835766,267.75000000000006,210.5999065420561,271.0009345794392,181.63728971962615,0.0,0.0,0.0,0.0,265.4204205607477,189.8264018691589,0.0,0.0,262.61766355140185,143.16995327102805,0
657,2,1,WAS,WAS,62,,,,,,,,,,,,,,,,,,,0
659,2,9,PIT,PIT,84,0.7734880952529077,0.5435665555126045,10.0,8.307124796380634,0.0,0.0,0.0,0.0,85.44160714285715,183.67507142857144,0.0,0.0,86.61752380952382,158.0887619047619,87.15242857142854,184.63271428571423,91.22021428571428,256.2888571428572,1
661,2,4,DEN,SF,63,,,,,,,,,,,,,,,,,,,1
662,1,10,IND,IND,66,,,,,,,,,,,,,,,,,,,1
666,1,10,NE,NE,63,0.7942857142613965,0.4167006008211346,9.0,7.5901611658396995,0.0,0.0,102.87755952380952,149.07857142857142,0.0,0.0,0.0,0.0,70.41833333333332,160.16436507936507,0.0,0.0,74.29476190476191,105.82589285714286,1
670,3,4,LA,ARI,106,,,,,,,,,,,,,,,,,,,1
671,3,8,CLE,PIT,73,,,,,,,,,,,,,,,,,,,1
674,2,8,PHI,PHI,63,,,,,,,,,,,,,,,,,,,0
688,2,1,BAL,BUF,92,0.3982448377581121,0.3861185817693041,9.0,6.877755390317626,0.0,0.0,276.33,208.3199115044248,273.8683185840708,221.59115044247787,0.0,0.0,265.0072271386431,205.18690265486725,274.9981415929204,165.34907079646018,0.0,0.0,1
689,2,10,BUF,BAL,96,0.1734595959595959,0.3936381528726707,9.0,12.167006170013824,314.4390909090909,266.3527272727272,268.6627272727273,245.63818181818183,0.0,0.0,0.0,0.0,259.5625757575757,205.76469696969696,195.48030303030305,106.84954545454544,293.2610606060606,130.62848484848485,0
690,2,9,CIN,CIN,84,0.8398800000019372,0.597700874187146,10.0,7.603096536569246,69.94040000000003,152.18823999999998,99.1366,209.81496,0.0,0.0,0.0,0.0,88.73320000000001,179.35234666666668,84.44215999999999,230.25672,282.65376000000003,202.62352,0
691,2,11,LV,DEN,89,0.2932407407407407,0.5044197679766143,10.0,5.23801787607052,241.7766666666667,242.065,253.80972222222223,253.2483333333333,0.0,0.0,0.0,0.0,278.6275,218.5713888888889,272.86,202.08694444444444,0.0,0.0,1
697,3,10,CHI,CHI,88,,,,,,,,,,,,,,,,,,,1
698,1,10,ARI,CAR,73,0.3023550724524302,0.4384845158497758,10.0,8.05242006839763,287.02299516908215,235.31161835748796,247.47387681159424,192.15710144927536,0.0,0.0,0.0,0.0,247.6347826086957,151.24898550724637,0.0,0.0,268.4511956521739,158.6606884057971,0
699,3,5,TB,DAL,90,0.5849760191932285,0.4804950042020801,10.0,8.311517129686754,250.3791726618705,180.74708633093525,244.0573381294964,184.45158273381293,0.0,0.0,0.0,0.0,190.51215827338132,173.6116306954437,220.47676258992803,118.03525179856116,278.6853237410072,208.5139568345324,1
700,1,10,CHI,SF,63,0.2718198529351959,0.4235581000658719,7.0,9.33700574328505,0.0,0.0,284.82216911764704,185.97871323529412,0.0,0.0,0.0,0.0,273.63401960784313,165.13470588235293,286.08102941176475,252.96926470588235,296.94919117647055,154.7273529411765,1
709,1,10,LA,ATL,70,,,,,,,,,,,,,,,,,,,0
713,1,10,SF,CAR,89,0.6159961685823755,0.5433523082482747,9.0,6.91901114182916,261.3518007662835,227.9359003831418,277.11,207.3589655172414,241.59333333333328,148.4426436781609,0.0,0.0,272.7406321839081,135.54471264367817,251.61655172413788,211.45977011494253,234.12126436781608,108.39873563218391,1
717,1,10,PIT,CIN,75,1.81433673451699,0.5677939265674844,11.0,8.411186535419185,256.7720408163266,209.67816326530613,163.72979591836736,78.60102040816327,0.0,0.0,0.0,0.0,256.24863945578227,120.48428571428572,233.99897959183676,105.73102040816327,159.20530612244897,104.86510204081632,1
718,3,1,DAL,WAS,69,0.8979081630704253,0.528881216175395,9.0,7.246493028206862,276.4183673469388,228.02408163265304,243.16877551020409,182.82551020408164,0.0,0.0,0.0,0.0,267.2239455782313,187.17612244897956,275.9667346938776,120.4845918367347,0.0,0.0,0
721,1,10,ARI,CAR,84,0.9773684210526316,0.5253640312484512,10.0,6.415263900176128,289.69421052631577,196.3157894736842,252.30789473684203,253.1184210526316,0.0,0.0,0.0,0.0,259.1165789473684,236.45868421052631,223.74105263157895,193.55157894736843,323.68026315789473,183.22526315789472,1
724,1,10,MIA,MIA,84,0.5603333333111725,0.4977145407341082,9.0,10.20211108980956,76.258,197.8289230769231,88.91119230769232,152.15365384615384,0.0,0.0,0.0,0.0,128.87665384615386,215.6621923076923,78.04007692307691,135.69076923076926,102.27484615384616,206.45292307692307,0
728,4,2,CIN,PIT,108,0.1866101695066791,0.5038981078729273,10.0,10.336538940910108,270.6945762711864,227.58457627118645,270.18881355932206,234.25805084745764,0.0,0.0,0.0,0.0,266.83915254237286,230.5754802259887,0.0,0.0,92.90042372881352,199.16779661016943,1
733,2,6,HOU,HOU,81,0.5902704678083721,0.4974025258878013,10.0,6.208094764916579,96.87618421052632,186.02311403508773,0.0,0.0,91.71017543859652,162.1142105263158,0.0,0.0,107.32473684210528,179.04048245614032,89.25333333333333,162.3597368421053,96.22894736842105,273.6911403508772,1
736,1,10,LA,LA,75,0.3335991379310344,0.3287819184976592,9.0,8.125795752336193,106.3691379310345,174.51318965517237,103.26189655172416,204.3569827586207,0.0,0.0,0.0,0.0,111.17704022988508,203.8755172413793,88.02620689655174,102.38146551724138,89.61810344827583,217.78620689655173,0
742,3,25,LV,LAC,70,0.8559708737864078,0.4225837137645983,11.0,7.252424593284645,0.0,0.0,246.06077669902913,171.9681553398058,0.0,0.0,0.0,0.0,252.34550161812297,135.7106148867314,163.85067961165046,129.42970873786408,258.48126213592235,106.71728155339804,1
743,1,10,TEN,WAS,97,0.4895648147908764,0.3786948955502617,9.0,8.367595975318054,264.2973333333333,198.70577777777777,263.44744444444444,215.29833333333332,0.0,0.0,0.0,0.0,267.19981481481483,172.13299999999995,250.63366666666664,191.06472222222223,0.0,0.0,0
747,3,5,ARI,LV,105,,,,,,,,,,,,,,,,,,,0
750,2,8,GB,GB,84,0.5847154471544715,0.397296013469078,10.0,9.627879195313474,122.18894308943088,124.4919512195122,97.92560975609756,154.80577235772358,88.70967479674796,192.74821138211385,0.0,0.0,125.3893902439024,211.61882113821136,97.9838617886179,204.89747967479676,91.27333333333334,145.279837398374,1
752,3,1,CIN,NYJ,72,,,,,,,,,,,,,,,,,,,0
754,1,10,TB,TB,75,0.4406818181713197,0.3978026768698658,9.0,10.385819383099978,131.8138181818182,194.19272727272732,95.6790909090909,212.1938181818182,0.0,0.0,0.0,0.0,92.62296969696968,188.17278787878783,98.9809090909091,137.61381818181815,103.62554545454545,183.84618181818183,1
759,3,9,NYJ,CIN,78,,,,,,,,,,,,,,,,,,,1
761,2,4,HOU,CHI,105,,,,,,,,,,,,,,,,,,,0
764,2,10,IND,IND,80,,,,,,,,,,,,,,,,,,,1
765,3,15,NYG,NYG,77,,,,,,,,,,,,,,,,,,,1
770,3,2,ATL,CLE,108,0.8192375886234197,0.5267956984973624,11.0,5.051520146456328,226.77829787234035,142.71287234042555,0.0,0.0,288.9136170212766,148.05085106382978,0.0,0.0,297.5071276595745,155.9004255319149,267.54691489361704,160.33691489361703,0.0,0.0,1
771,1,15,DAL,WAS,92,0.333709039462867,0.4659275623068239,9.0,9.96552617183718,275.8029152542373,170.8835254237288,272.009220338983,181.21071186440676,0.0,0.0,0.0,0.0,261.39812429378526,190.18323163841808,262.68633898305086,164.74566101694916,0.0,0.0,0
776,1,7,LAC,JAX,103,,,,,,,,,,,,,,,,,,,1
777,1,20,LAC,LAC,100,0.5569035087719297,0.471053461198729,8.0,8.30939580861244,105.0418947368421,136.48684210526315,101.65684210526317,176.68526315789472,62.739999999999995,96.4556842105263,0.0,0.0,123.1736842105263,197.8566842105263,101.84052631578946,233.07415789473683,0.0,0.0,0
779,2,10,DET,MIN,70,,,,,,,,,,,,,,,,,,,0
784,1,10,PHI,DET,83,0.6208854167060754,0.5278974568000101,11.0,7.716677446605859,0.0,0.0,252.52729166666663,178.6369212962963,0.0,0.0,0.0,0.0,241.0792013888889,200.5561111111111,0.0,0.0,260.65020833333335,133.36944444444444,1
788,3,4,KC,LAC,82,,,,,,,,,,,,,,,,,,,0
791,3,11,IND,DEN,78,0.7730493827160495,0.5287278343642401,10.0,8.349160179990426,238.05059259259255,159.64051851851852,235.9837777777778,190.57355555555552,0.0,0.0,0.0,0.0,247.50148148148145,179.23937037037035,249.38414814814817,109.8844074074074,0.0,0.0,1
797,2,7,MIN,MIN,80,0.3851827485380116,0.451198210016046,8.0,8.549372863074222,81.95859649122806,168.83298245614034,87.24684210526317,168.2659649122807,0.0,0.0,0.0,0.0,97.36397660818714,182.398918128655,82.5048245614035,222.0328947368421,90.59657894736844,193.4506140350877,0
799,1,10,PIT,NYJ,79,1.1216836732807158,0.5543986145600827,10.0,7.093262372770256,238.5382653061224,156.3145918367347,285.4989795918368,149.1681632653061,0.0,0.0,0.0,0.0,286.41102040816327,164.28683673469388,272.4231632653061,145.15499999999997,0.0,0.0,1
800,1,10,PIT,PIT,63,,,,,,,,,,,,,,,,,,,0
804,2,3,NO,CAR,99,,,,,,,,,,,,,,,,,,,1
805,1,10,GB,CHI,73,,,,,,,,,,,,,,,,,,,0
810,1,10,NO,NO,90,0.7658993399210842,0.3506809147775315,11.0,8.336880669780129,85.24237623762376,132.06846534653465,88.16896039603962,187.83554455445545,0.0,0.0,0.0,0.0,134.68986798679867,224.1793399339934,101.40613861386142,267.2592079207921,118.75118811881188,236.48623762376235,0
815,1,10,ATL,ATL,75,0.9849096387116816,0.5239865709293668,3.0,14.60374260357179,0.0,0.0,0.0,0.0,101.84337349397588,207.72156626506023,0.0,0.0,110.7055421686747,148.9841767068273,136.48518072289158,211.74879518072285,88.95024096385542,231.01112449799197,0
818,1,10,MIN,DET,84,,,,,,,,,,,,,,,,,,,0
821,2,10,DEN,DEN,99,0.3478737745098039,0.415000779571917,8.0,8.833167162386538,82.26827205882353,147.65841911764704,99.36051470588234,130.52588235294115,86.47970588235296,155.12279411764706,0.0,0.0,90.81018382352944,163.27470588235295,79.69698529411765,189.21816176470588,87.36838235294118,230.72683823529417,0
822,3,11,BUF,MIA,99,,,,,,,,,,,,,,,,,,,1
823,2,11,CLE,CAR,94,0.8138263888888888,0.5507309530155818,10.0,7.307582307619698,263.8601111111111,169.78119444444448,262.4639166666667,147.44166666666666,0.0,0.0,0.0,0.0,216.8871666666667,154.3815,0.0,0.0,244.6142222222222,151.24047222222225,1
836,3,1,CLE,PIT,96,,,,,,,,,,,,,,,,,,,0
841,1,10,CHI,CHI,66,,,,,,,,,,,,,,,,,,,1
846,1,19,NYJ,NYJ,78,0.5640785907849487,0.3452902745682561,9.0,7.963256327190572,71.79373983739836,145.64707317073174,93.2649593495935,190.90353658536583,0.0,0.0,0.0,0.0,97.59528455284553,217.8652845528455,81.67032520325203,233.30817073170732,93.65544715447152,217.09121951219512,1
855,1,10,DEN,DEN,85,,,,,,,,,,,,,,,,,,,0
859,3,3,MIA,NE,81,0.7167901234720248,0.5279646920070934,10.0,7.233397354162585,0.0,0.0,283.8278703703704,181.5095061728395,0.0,0.0,0.0,0.0,241.3899074074074,190.01305555555555,0.0,0.0,253.28421296296295,149.98083333333332,1
860,1,10,NE,NE,70,0.7728585271317829,0.6323694295439732,10.0,7.218735320913128,0.0,0.0,78.40901162790696,151.0821511627907,0.0,0.0,0.0,0.0,108.66794573643412,186.2036046511628,0.0,0.0,105.27395348837211,157.28168604651162,1
861,3,3,TEN,TEN,89,0.765200617098606,0.6502193036354249,10.0,10.852696585845754,98.89722222222224,58.61129629629632,98.4874074074074,140.8664814814815,0.0,0.0,0.0,0.0,84.48419753086421,179.73172839506174,76.0187037037037,123.66833333333334,97.23388888888888,279.595,1
876,2,10,LAC,LAC,71,,,,,,,,,,,,,,,,,,,1
884,2,5,GB,NYG,76,0.5168382352941175,0.4749109580361744,8.0,8.163528099599572,303.06147058823524,205.7029411764706,281.5991176470588,168.24029411764704,252.9928431372548,158.54490196078433,0.0,0.0,257.99313725490197,161.51563725490195,276.36156862745094,172.26470588235293,265.5671568627451,121.27990196078434,0
885,2,2,DET,DET,72,,,,,,,,,,,,,,,,,,,0
887,3,4,ARI,ARI,80,0.4619358974635983,0.4513066065834875,10.0,9.172462630225468,105.96358974358976,154.1791282051282,86.95653846153846,172.7606923076923,0.0,0.0,0.0,0.0,91.4248717948718,169.18476923076923,0.0,0.0,68.82707692307693,113.86453846153844,1
890,2,8,JAX,JAX,65,0.4635135135084793,0.4936409789792081,7.0,8.764964204940114,126.14297297297296,177.7564864864865,95.82756756756756,157.5295945945946,0.0,0.0,0.0,0.0,87.18693693693696,199.44261261261263,87.8072972972973,182.9958108108108,0.0,0.0,0
892,2,10,MIA,NE,99,0.1088671875,0.2244038349947813,9.0,5.643782374566857,225.723125,172.31921875,299.8030729166667,204.1682291666667,0.0,0.0,0.0,0.0,259.85249999999996,168.68296875,281.2415625,246.76437500000003,235.41859375,229.25828125,1
898,2,8,SF,LA,65,0.3170025839793282,0.4120428048697568,7.0,8.482770718792933,228.1575968992248,200.4924031007752,266.08705426356585,162.39286821705426,0.0,0.0,0.0,0.0,276.8062015503876,83.63038759689923,249.78802325581395,166.65523255813957,0.0,0.0,1
